2019/06/16 22:52:51 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877073" "./SAMEA1877073" "-vv"]
2019/06/16 22:52:51 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 22:52:53 DEBUG : Keeping previous permissions for config file: -rw-r--r--
2019/06/16 22:52:53 DEBUG : onedrive-em: Saved new token in config file
2019/06/16 22:52:55 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877073: Modify window is 1s
2019/06/17 02:21:06 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:21:06 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:21:07 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:21:08 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:21:09 INFO  : snps.bam: Copied (new)
2019/06/17 02:21:09 INFO  : 
Transferred:   463.271 MBytes (24.628 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       18.8s

2019/06/17 02:21:09 DEBUG : 20 go routines active
2019/06/17 02:21:09 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794324" "./SAMEA2794324" "-vv"]
2019/06/17 02:21:09 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794325" "./SAMEA2794325" "-vv"]
2019/06/17 02:21:09 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:21:10 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794325: Modify window is 1s
2019/06/17 02:21:12 INFO  : snps.bed: Copied (new)
2019/06/17 02:21:12 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:21:14 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:21:14 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:21:15 INFO  : snps.csv: Copied (new)
2019/06/17 02:21:15 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:21:16 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:21:16 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:21:16 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:21:17 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:21:17 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:21:18 INFO  : snps.gff: Copied (new)
2019/06/17 02:21:18 INFO  : snps.html: Copied (new)
2019/06/17 02:21:18 INFO  : snps.log: Copied (new)
2019/06/17 02:21:19 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:21:19 INFO  : snps.tab: Copied (new)
2019/06/17 02:21:20 INFO  : snps.vcf: Copied (new)
2019/06/17 02:21:21 INFO  : snps.txt: Copied (new)
2019/06/17 02:21:21 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:21:21 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:21:22 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:21:23 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:21:23 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:21:23 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:21:23 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:21:24 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:21:25 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:21:25 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794325: Waiting for checks to finish
2019/06/17 02:21:25 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794325: Waiting for transfers to finish
2019/06/17 02:21:25 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:21:25 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:21:26 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:21:26 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:21:27 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:21:28 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:21:29 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:21:34 INFO  : snps.bam: Copied (new)
2019/06/17 02:21:34 INFO  : 
Transferred:   459.778 MBytes (18.589 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       24.7s

2019/06/17 02:21:34 DEBUG : 20 go routines active
2019/06/17 02:21:34 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794325" "./SAMEA2794325" "-vv"]
2019/06/17 02:21:34 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794326" "./SAMEA2794326" "-vv"]
2019/06/17 02:21:34 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:21:35 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794326: Modify window is 1s
2019/06/17 02:21:37 INFO  : snps.bed: Copied (new)
2019/06/17 02:21:37 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:21:38 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:21:39 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:21:39 INFO  : snps.csv: Copied (new)
2019/06/17 02:21:39 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:21:40 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:21:40 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:21:41 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:21:41 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:21:42 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:21:42 INFO  : snps.gff: Copied (new)
2019/06/17 02:21:42 INFO  : snps.log: Copied (new)
2019/06/17 02:21:43 INFO  : snps.html: Copied (new)
2019/06/17 02:21:43 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:21:43 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:21:43 INFO  : snps.tab: Copied (new)
2019/06/17 02:21:44 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:21:44 INFO  : snps.txt: Copied (new)
2019/06/17 02:21:44 INFO  : snps.vcf: Copied (new)
2019/06/17 02:21:45 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:21:45 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:21:45 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:21:47 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:21:47 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:21:48 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:21:48 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:21:48 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794326: Waiting for checks to finish
2019/06/17 02:21:48 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794326: Waiting for transfers to finish
2019/06/17 02:21:48 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:21:49 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:21:49 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:21:49 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:21:50 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:21:50 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:21:52 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:21:56 INFO  : snps.bam: Copied (new)
2019/06/17 02:21:56 INFO  : 
Transferred:   468.657 MBytes (20.818 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       22.5s

2019/06/17 02:21:56 DEBUG : 20 go routines active
2019/06/17 02:21:56 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794326" "./SAMEA2794326" "-vv"]
2019/06/17 02:21:56 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794327" "./SAMEA2794327" "-vv"]
2019/06/17 02:21:56 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:21:58 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794327: Modify window is 1s
2019/06/17 02:21:59 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:21:59 INFO  : snps.bed: Copied (new)
2019/06/17 02:22:02 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:22:03 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:22:03 INFO  : snps.csv: Copied (new)
2019/06/17 02:22:03 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:22:03 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:22:04 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:22:04 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:22:04 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:22:05 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:22:05 INFO  : snps.gff: Copied (new)
2019/06/17 02:22:06 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:22:06 INFO  : snps.log: Copied (new)
2019/06/17 02:22:06 INFO  : snps.html: Copied (new)
2019/06/17 02:22:06 INFO  : snps.txt: Copied (new)
2019/06/17 02:22:07 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:22:07 INFO  : snps.tab: Copied (new)
2019/06/17 02:22:07 INFO  : snps.vcf: Copied (new)
2019/06/17 02:22:08 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:22:08 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:22:08 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:22:09 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:22:10 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:22:10 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:22:10 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:22:11 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:22:11 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794327: Waiting for checks to finish
2019/06/17 02:22:11 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794327: Waiting for transfers to finish
2019/06/17 02:22:11 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:22:12 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:22:12 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:22:12 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:22:13 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:22:14 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:22:15 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:22:19 INFO  : snps.bam: Copied (new)
2019/06/17 02:22:19 INFO  : 
Transferred:   485.067 MBytes (21.520 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       22.5s

2019/06/17 02:22:19 DEBUG : 21 go routines active
2019/06/17 02:22:19 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794327" "./SAMEA2794327" "-vv"]
2019/06/17 02:22:19 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794328" "./SAMEA2794328" "-vv"]
2019/06/17 02:22:19 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:22:20 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794328: Modify window is 1s
2019/06/17 02:22:21 INFO  : snps.bed: Copied (new)
2019/06/17 02:22:21 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:22:23 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:22:24 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:22:24 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:22:24 INFO  : snps.csv: Copied (new)
2019/06/17 02:22:25 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:22:25 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:22:25 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:22:26 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:22:26 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:22:27 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:22:27 INFO  : snps.gff: Copied (new)
2019/06/17 02:22:27 INFO  : snps.html: Copied (new)
2019/06/17 02:22:28 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:22:28 INFO  : snps.tab: Copied (new)
2019/06/17 02:22:29 INFO  : snps.txt: Copied (new)
2019/06/17 02:22:29 INFO  : snps.log: Copied (new)
2019/06/17 02:22:29 INFO  : snps.vcf: Copied (new)
2019/06/17 02:22:29 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:22:29 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:22:30 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:22:30 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:22:31 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:22:32 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:22:32 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:22:32 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:22:32 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794328: Waiting for checks to finish
2019/06/17 02:22:32 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794328: Waiting for transfers to finish
2019/06/17 02:22:33 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:22:33 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:22:34 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:22:34 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:22:34 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:22:36 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:22:36 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:22:37 INFO  : snps.bam: Copied (new)
2019/06/17 02:22:37 INFO  : 
Transferred:   469.676 MBytes (25.356 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       18.5s

2019/06/17 02:22:37 DEBUG : 20 go routines active
2019/06/17 02:22:37 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794328" "./SAMEA2794328" "-vv"]
2019/06/17 02:22:37 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794329" "./SAMEA2794329" "-vv"]
2019/06/17 02:22:37 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:22:40 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794329: Modify window is 1s
2019/06/17 02:22:41 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:22:41 INFO  : snps.bed: Copied (new)
2019/06/17 02:22:43 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:22:43 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:22:43 INFO  : snps.csv: Copied (new)
2019/06/17 02:22:44 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:22:44 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:22:45 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:22:45 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:22:46 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:22:46 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:22:46 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:22:47 INFO  : snps.gff: Copied (new)
2019/06/17 02:22:47 INFO  : snps.log: Copied (new)
2019/06/17 02:22:47 INFO  : snps.html: Copied (new)
2019/06/17 02:22:48 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:22:48 INFO  : snps.txt: Copied (new)
2019/06/17 02:22:48 INFO  : snps.tab: Copied (new)
2019/06/17 02:22:48 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:22:49 INFO  : snps.vcf: Copied (new)
2019/06/17 02:22:49 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:22:49 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:22:50 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:22:50 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:22:51 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:22:51 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:22:52 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:22:52 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794329: Waiting for checks to finish
2019/06/17 02:22:52 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794329: Waiting for transfers to finish
2019/06/17 02:22:52 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:22:53 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:22:53 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:22:54 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:22:54 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:22:55 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:22:56 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:23:40 INFO  : 
Transferred:   288.756 MBytes (4.629 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      1m2.3s
Transferring:
 *                                      snps.bam: 59% /391.928M, 5.700M/s, 28s

2019/06/17 02:24:03 INFO  : snps.bam: Copied (new)
2019/06/17 02:24:03 INFO  : 
Transferred:   448.688 MBytes (5.220 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:     1m25.9s

2019/06/17 02:24:03 DEBUG : 6 go routines active
2019/06/17 02:24:03 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794329" "./SAMEA2794329" "-vv"]
2019/06/17 02:24:03 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794330" "./SAMEA2794330" "-vv"]
2019/06/17 02:24:03 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:24:05 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794330: Modify window is 1s
2019/06/17 02:24:06 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:24:06 INFO  : snps.bed: Copied (new)
2019/06/17 02:24:08 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:24:09 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:24:09 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:24:09 INFO  : snps.csv: Copied (new)
2019/06/17 02:24:10 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:24:10 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:24:10 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:24:11 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:24:11 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:24:12 INFO  : snps.gff: Copied (new)
2019/06/17 02:24:12 INFO  : snps.html: Copied (new)
2019/06/17 02:24:13 INFO  : snps.log: Copied (new)
2019/06/17 02:24:13 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:24:14 INFO  : snps.tab: Copied (new)
2019/06/17 02:24:14 INFO  : snps.txt: Copied (new)
2019/06/17 02:24:14 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:24:14 INFO  : snps.vcf: Copied (new)
2019/06/17 02:24:15 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:24:15 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:24:16 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:24:18 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:24:18 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:24:18 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:24:18 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:24:19 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:24:19 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794330: Waiting for checks to finish
2019/06/17 02:24:19 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794330: Waiting for transfers to finish
2019/06/17 02:24:19 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:24:19 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:24:19 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:24:20 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:24:21 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:24:21 INFO  : snps.bam: Copied (new)
2019/06/17 02:24:22 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:24:23 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:24:23 INFO  : 
Transferred:   392.151 MBytes (19.605 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:         20s

2019/06/17 02:24:23 DEBUG : 22 go routines active
2019/06/17 02:24:23 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794330" "./SAMEA2794330" "-vv"]
2019/06/17 02:24:23 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794331" "./SAMEA2794331" "-vv"]
2019/06/17 02:24:23 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:24:24 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794331: Modify window is 1s
2019/06/17 02:24:26 INFO  : snps.bed: Copied (new)
2019/06/17 02:24:26 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:24:27 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:24:28 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:24:28 INFO  : snps.csv: Copied (new)
2019/06/17 02:24:30 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:24:30 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:24:31 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:24:32 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:24:33 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:24:33 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:24:33 INFO  : snps.gff: Copied (new)
2019/06/17 02:24:34 INFO  : snps.html: Copied (new)
2019/06/17 02:24:34 INFO  : snps.log: Copied (new)
2019/06/17 02:24:35 INFO  : snps.tab: Copied (new)
2019/06/17 02:24:35 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:24:36 INFO  : snps.txt: Copied (new)
2019/06/17 02:24:36 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:24:36 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:24:37 INFO  : snps.vcf: Copied (new)
2019/06/17 02:24:37 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:24:37 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:24:37 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:24:38 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:24:39 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:24:39 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:24:40 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:24:40 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794331: Waiting for checks to finish
2019/06/17 02:24:40 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794331: Waiting for transfers to finish
2019/06/17 02:24:41 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:24:41 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:24:41 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:24:43 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:24:43 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:24:43 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:24:44 INFO  : snps.bam: Copied (new)
2019/06/17 02:24:46 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:24:46 INFO  : 
Transferred:   444.348 MBytes (19.043 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       23.3s

2019/06/17 02:24:46 DEBUG : 21 go routines active
2019/06/17 02:24:46 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794331" "./SAMEA2794331" "-vv"]
2019/06/17 02:24:47 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA2794332" "./SAMEA2794332" "-vv"]
2019/06/17 02:24:47 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:24:48 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA2794332: Modify window is 1s
2019/06/17 02:24:49 INFO  : snps.bed: Copied (new)
2019/06/17 02:24:49 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:24:52 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:24:53 INFO  : snps.csv: Copied (new)
2019/06/17 02:24:53 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:24:53 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:24:53 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:24:54 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:24:55 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:24:56 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:24:56 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:24:56 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:24:56 INFO  : snps.gff: Copied (new)
2019/06/17 02:24:57 INFO  : snps.log: Copied (new)
